,Date,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,Year
838593,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1893.0,,,,0,2012
838599,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-2220.0,,,,0,2012
838605,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2684.0,,,,0,2012
838611,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2351.0,,,,0,2012
838617,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2122.0,,,,0,2012
838623,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2116.0,,,,0,2012
838629,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2289.0,,,,0,2012
838635,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2974.0,,,,0,2012
838641,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-3135.0,,,,0,2012
838647,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2816.0,,,,0,2012
838653,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2475.0,,,,0,2012
838659,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2059.0,,,,0,2012
838665,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1665.0,,,,0,2012
838671,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1315.0,,,,0,2012
838677,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1070.0,,,,0,2012
838683,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-680.0,,,,0,2012
838689,2012-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-440.0,,,,0,2012
911261,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1711.0,,,,0,2013
911267,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1773.0,,,,0,2013
911273,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1967.0,,,,0,2013
911279,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2148.0,,,,0,2013
911285,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2570.0,,,,0,2013
911291,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2479.0,,,,0,2013
911297,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2106.0,,,,0,2013
911303,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2119.0,,,,0,2013
911309,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2281.0,,,,0,2013
911315,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2645.0,,,,0,2013
911321,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,3180.0,,,,0,2013
911327,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2769.0,,,,0,2013
911333,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2401.0,,,,0,2013
911339,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,1984.0,,,,0,2013
911345,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1499.0,,,,0,2013
911351,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1150.0,,,,0,2013
911357,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,737.0,,,,0,2013
911363,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,387.0,,,,0,2013
911369,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,134.0,,,,0,2013
911376,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1743.0,,,,0,2013
911382,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1719.0,,,,0,2013
911388,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1852.0,,,,0,2013
911394,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-2157.0,,,,0,2013
911400,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2561.0,,,,0,2013
911406,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2350.0,,,,0,2013
911412,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2129.0,,,,0,2013
911418,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2063.0,,,,0,2013
911424,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2277.0,,,,0,2013
911430,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2728.0,,,,0,2013
911436,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-3212.0,,,,0,2013
911442,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2842.0,,,,0,2013
911448,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2470.0,,,,0,2013
911454,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2113.0,,,,0,2013
911460,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1749.0,,,,0,2013
911466,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1318.0,,,,0,2013
911472,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1086.0,,,,0,2013
911478,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-651.0,,,,0,2013
911484,2013-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-462.0,,,,0,2013
984056,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1728.0,,,,0,2014
984062,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1765.0,,,,0,2014
984068,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1906.0,,,,0,2014
984074,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2114.0,,,,0,2014
984080,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2516.0,,,,0,2014
984086,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2492.0,,,,0,2014
984092,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2112.0,,,,0,2014
984098,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2122.0,,,,0,2014
984104,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2248.0,,,,0,2014
984110,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2432.0,,,,0,2014
984116,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,3163.0,,,,0,2014
984122,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2815.0,,,,0,2014
984128,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2400.0,,,,0,2014
984134,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2103.0,,,,0,2014
984140,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1490.0,,,,0,2014
984146,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1154.0,,,,0,2014
984152,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,752.0,,,,0,2014
984158,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,399.0,,,,0,2014
984164,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,148.0,,,,0,2014
984171,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1710.0,,,,0,2014
984177,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1760.0,,,,0,2014
984183,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1847.0,,,,0,2014
984189,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-2094.0,,,,0,2014
984195,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2397.0,,,,0,2014
984201,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2384.0,,,,0,2014
984207,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2169.0,,,,0,2014
984213,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2042.0,,,,0,2014
984219,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2266.0,,,,0,2014
984225,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2494.0,,,,0,2014
984231,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-3235.0,,,,0,2014
984237,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2843.0,,,,0,2014
984243,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2537.0,,,,0,2014
984249,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2125.0,,,,0,2014
984255,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1827.0,,,,0,2014
984261,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1356.0,,,,0,2014
984267,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1062.0,,,,0,2014
984273,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-665.0,,,,0,2014
984279,2014-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-479.0,,,,0,2014
1056851,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1762.0,,,,0,2015
1056857,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1791.0,,,,0,2015
1056863,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1848.0,,,,0,2015
1056869,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2081.0,,,,0,2015
1056875,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2412.0,,,,0,2015
1056881,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2444.0,,,,0,2015
1056887,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2169.0,,,,0,2015
1056893,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2115.0,,,,0,2015
1056899,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2150.0,,,,0,2015
1056905,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2336.0,,,,0,2015
1056911,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,3057.0,,,,0,2015
1056917,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2903.0,,,,0,2015
1056923,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2449.0,,,,0,2015
1056929,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2175.0,,,,0,2015
1056935,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1485.0,,,,0,2015
1056941,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1170.0,,,,0,2015
1056947,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,782.0,,,,0,2015
1056953,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,394.0,,,,0,2015
1056959,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,165.0,,,,0,2015
1056966,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1672.0,,,,0,2015
1056972,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1808.0,,,,0,2015
1056978,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1846.0,,,,0,2015
1056984,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-2013.0,,,,0,2015
1056990,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2321.0,,,,0,2015
1056996,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2324.0,,,,0,2015
1057002,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2234.0,,,,0,2015
1057008,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-1995.0,,,,0,2015
1057014,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2205.0,,,,0,2015
1057020,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2350.0,,,,0,2015
1057026,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-3177.0,,,,0,2015
1057032,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2879.0,,,,0,2015
1057038,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2593.0,,,,0,2015
1057044,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2239.0,,,,0,2015
1057050,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1790.0,,,,0,2015
1057056,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1392.0,,,,0,2015
1057062,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1051.0,,,,0,2015
1057068,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-684.0,,,,0,2015
1057074,2015-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-454.0,,,,0,2015
1129646,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1774.0,,,,0,2016
1129652,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1779.0,,,,0,2016
1129658,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1792.0,,,,0,2016
1129664,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2080.0,,,,0,2016
1129670,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2335.0,,,,0,2016
1129676,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2397.0,,,,0,2016
1129682,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2219.0,,,,0,2016
1129688,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2026.0,,,,0,2016
1129694,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2112.0,,,,0,2016
1129700,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2312.0,,,,0,2016
1129706,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2932.0,,,,0,2016
1129712,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2971.0,,,,0,2016
1129718,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2499.0,,,,0,2016
1129724,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2218.0,,,,0,2016
1129730,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1514.0,,,,0,2016
1129736,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1174.0,,,,0,2016
1129742,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,829.0,,,,0,2016
1129748,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,410.0,,,,0,2016
1129754,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,176.0,,,,0,2016
1129761,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1652.0,,,,0,2016
1129767,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1792.0,,,,0,2016
1129773,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1826.0,,,,0,2016
1129779,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1978.0,,,,0,2016
1129785,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2277.0,,,,0,2016
1129791,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2191.0,,,,0,2016
1129797,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2235.0,,,,0,2016
1129803,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2013.0,,,,0,2016
1129809,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2110.0,,,,0,2016
1129815,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2274.0,,,,0,2016
1129821,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-3063.0,,,,0,2016
1129827,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2949.0,,,,0,2016
1129833,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2620.0,,,,0,2016
1129839,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2319.0,,,,0,2016
1129845,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1783.0,,,,0,2016
1129851,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1441.0,,,,0,2016
1129857,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1059.0,,,,0,2016
1129863,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-705.0,,,,0,2016
1129869,2016-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-469.0,,,,0,2016
1202441,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1751.0,,,,0,2017
1202447,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1798.0,,,,0,2017
1202453,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1796.0,,,,0,2017
1202459,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2161.0,,,,0,2017
1202465,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2516.0,,,,0,2017
1202471,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2389.0,,,,0,2017
1202477,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2263.0,,,,0,2017
