,Date,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,Year
1202483,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2030.0,,,,0,2017
1202489,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2101.0,,,,0,2017
1202495,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2285.0,,,,0,2017
1202501,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2821.0,,,,0,2017
1202507,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2988.0,,,,0,2017
1202513,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2561.0,,,,0,2017
1202519,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2229.0,,,,0,2017
1202525,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1648.0,,,,0,2017
1202531,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1221.0,,,,0,2017
1202537,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,846.0,,,,0,2017
1202543,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,427.0,,,,0,2017
1202549,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,196.0,,,,0,2017
1202556,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1716.0,,,,0,2017
1202562,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1796.0,,,,0,2017
1202568,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1745.0,,,,0,2017
1202574,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-2064.0,,,,0,2017
1202580,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2327.0,,,,0,2017
1202586,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2267.0,,,,0,2017
1202592,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2222.0,,,,0,2017
1202598,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2072.0,,,,0,2017
1202604,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2064.0,,,,0,2017
1202610,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2258.0,,,,0,2017
1202616,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2875.0,,,,0,2017
1202622,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-3045.0,,,,0,2017
1202628,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2701.0,,,,0,2017
1202634,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2333.0,,,,0,2017
1202640,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1874.0,,,,0,2017
1202646,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1465.0,,,,0,2017
1202652,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1069.0,,,,0,2017
1202658,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-725.0,,,,0,2017
1202664,2017-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-473.0,,,,0,2017
1275236,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1743.0,,,,0,2018
1275242,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1810.0,,,,0,2018
1275248,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1825.0,,,,0,2018
1275254,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2074.0,,,,0,2018
1275260,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2591.0,,,,0,2018
1275266,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2429.0,,,,0,2018
1275272,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2303.0,,,,0,2018
1275278,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2066.0,,,,0,2018
1275284,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2095.0,,,,0,2018
1275290,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2267.0,,,,0,2018
1275296,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2614.0,,,,0,2018
1275302,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,3074.0,,,,0,2018
1275308,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2629.0,,,,0,2018
1275314,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2249.0,,,,0,2018
1275320,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1740.0,,,,0,2018
1275326,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1276.0,,,,0,2018
1275332,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,852.0,,,,0,2018
1275338,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,451.0,,,,0,2018
1275344,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,193.0,,,,0,2018
1275351,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1697.0,,,,0,2018
1275357,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1779.0,,,,0,2018
1275363,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1736.0,,,,0,2018
1275369,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1988.0,,,,0,2018
1275375,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2432.0,,,,0,2018
1275381,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2306.0,,,,0,2018
1275387,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2214.0,,,,0,2018
1275393,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2126.0,,,,0,2018
1275399,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2028.0,,,,0,2018
1275405,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2255.0,,,,0,2018
1275411,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2666.0,,,,0,2018
1275417,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-3135.0,,,,0,2018
1275423,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2755.0,,,,0,2018
1275429,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2367.0,,,,0,2018
1275435,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1904.0,,,,0,2018
1275441,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1538.0,,,,0,2018
1275447,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1080.0,,,,0,2018
1275453,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-746.0,,,,0,2018
1275459,2018-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-463.0,,,,0,2018
1348031,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1734.0,,,,0,2019
1348037,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1852.0,,,,0,2019
1348043,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1844.0,,,,0,2019
1348049,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,1964.0,,,,0,2019
1348055,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2488.0,,,,0,2019
1348061,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2518.0,,,,0,2019
1348067,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2353.0,,,,0,2019
1348073,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2128.0,,,,0,2019
1348079,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2115.0,,,,0,2019
1348085,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2251.0,,,,0,2019
1348091,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2403.0,,,,0,2019
1348097,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,3133.0,,,,0,2019
1348103,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2709.0,,,,0,2019
1348109,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2288.0,,,,0,2019
1348115,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1879.0,,,,0,2019
1348121,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1256.0,,,,0,2019
1348127,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,884.0,,,,0,2019
1348133,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,464.0,,,,0,2019
1348139,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,212.0,,,,0,2019
1348146,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1675.0,,,,0,2019
1348152,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1756.0,,,,0,2019
1348158,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1771.0,,,,0,2019
1348164,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1937.0,,,,0,2019
1348170,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2257.0,,,,0,2019
1348176,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2301.0,,,,0,2019
1348182,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2254.0,,,,0,2019
1348188,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2187.0,,,,0,2019
1348194,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2035.0,,,,0,2019
1348200,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2261.0,,,,0,2019
1348206,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2497.0,,,,0,2019
1348212,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-3188.0,,,,0,2019
1348218,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2814.0,,,,0,2019
1348224,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2426.0,,,,0,2019
1348230,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-1935.0,,,,0,2019
1348236,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1591.0,,,,0,2019
1348242,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1130.0,,,,0,2019
1348248,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-704.0,,,,0,2019
1348254,2019-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-451.0,,,,0,2019
1420826,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1674.0,,,,0,2020
1420832,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1912.0,,,,0,2020
1420838,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1901.0,,,,0,2020
1420844,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,1942.0,,,,0,2020
1420850,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2327.0,,,,0,2020
1420856,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2503.0,,,,0,2020
1420862,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2404.0,,,,0,2020
1420868,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2228.0,,,,0,2020
1420874,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2167.0,,,,0,2020
1420880,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2176.0,,,,0,2020
1420886,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2311.0,,,,0,2020
1420892,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,3073.0,,,,0,2020
1420898,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2830.0,,,,0,2020
1420904,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2334.0,,,,0,2020
1420910,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,1982.0,,,,0,2020
1420916,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1241.0,,,,0,2020
1420922,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,917.0,,,,0,2020
1420928,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,515.0,,,,0,2020
1420934,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,205.0,,,,0,2020
1420941,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1628.0,,,,0,2020
1420947,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1728.0,,,,0,2020
1420953,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1829.0,,,,0,2020
1420959,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1932.0,,,,0,2020
1420965,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2240.0,,,,0,2020
1420971,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2273.0,,,,0,2020
1420977,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2252.0,,,,0,2020
1420983,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2303.0,,,,0,2020
1420989,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2006.0,,,,0,2020
1420995,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2258.0,,,,0,2020
1421001,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2363.0,,,,0,2020
1421007,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-3159.0,,,,0,2020
1421013,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-2919.0,,,,0,2020
1421019,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2497.0,,,,0,2020
1421025,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-2037.0,,,,0,2020
1421031,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1577.0,,,,0,2020
1421037,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1165.0,,,,0,2020
1421043,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-714.0,,,,0,2020
1421049,2020-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-452.0,,,,0,2020
1493621,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1648.0,,,,0,2021
1493627,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1930.0,,,,0,2021
1493633,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1908.0,,,,0,2021
1493639,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,1936.0,,,,0,2021
1493645,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2299.0,,,,0,2021
1493651,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2445.0,,,,0,2021
1493657,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2513.0,,,,0,2021
1493663,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2329.0,,,,0,2021
1493669,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2144.0,,,,0,2021
1493675,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2157.0,,,,0,2021
1493681,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2315.0,,,,0,2021
1493687,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2971.0,,,,0,2021
1493693,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2951.0,,,,0,2021
1493699,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2376.0,,,,0,2021
1493705,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,2039.0,,,,0,2021
1493711,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1318.0,,,,0,2021
1493717,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,935.0,,,,0,2021
1493723,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,537.0,,,,0,2021
1493729,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,241.0,,,,0,2021
1493736,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1614.0,,,,0,2021
1493742,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1718.0,,,,0,2021
1493748,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1840.0,,,,0,2021
1493754,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1885.0,,,,0,2021
1493760,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2226.0,,,,0,2021
1493766,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2249.0,,,,0,2021
1493772,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2281.0,,,,0,2021
1493778,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2342.0,,,,0,2021
1493784,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2065.0,,,,0,2021
1493790,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2217.0,,,,0,2021
1493796,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2315.0,,,,0,2021
